Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2025-12-05 14:30:00+00:00,481.30499267578125,482.69989013671875,480.92999267578125,482.5,574934
2025-12-05 14:31:00+00:00,482.69000244140625,482.989990234375,481.2799987792969,481.2799987792969,63421
2025-12-05 14:32:00+00:00,482.75140380859375,483.2200012207031,482.3918151855469,482.739990234375,112527
2025-12-05 14:33:00+00:00,481.0,482.69000244140625,481.0,482.69000244140625,83449
2025-12-05 14:34:00+00:00,481.67999267578125,482.1578063964844,480.95001220703125,481.0199890136719,32594
2025-12-05 14:35:00+00:00,481.75,482.1199951171875,481.60009765625,481.739990234375,34763
2025-12-05 14:36:00+00:00,482.4849853515625,482.54998779296875,481.67999267578125,481.8399963378906,40937
2025-12-05 14:37:00+00:00,482.2900085449219,482.6000061035156,482.16009521484375,482.5,57723
2025-12-05 14:38:00+00:00,482.0400085449219,482.3299865722656,481.94000244140625,482.2900085449219,29378
2025-12-05 14:39:00+00:00,481.4599914550781,482.1650085449219,481.42999267578125,482.1650085449219,34412
2025-12-05 14:40:00+00:00,481.1050109863281,481.6400146484375,481.07000732421875,481.42999267578125,39331
2025-12-05 14:41:00+00:00,480.6199951171875,481.3550109863281,480.5299987792969,481.1000061035156,57591
2025-12-05 14:42:00+00:00,480.4599914550781,480.6400146484375,480.364990234375,480.6199951171875,37302
2025-12-05 14:43:00+00:00,480.6099853515625,480.739990234375,480.3500061035156,480.44000244140625,35962
2025-12-05 14:44:00+00:00,480.6199951171875,480.7900085449219,480.3900146484375,480.5799865722656,35629
2025-12-05 14:45:00+00:00,480.989990234375,481.1075134277344,480.5448913574219,480.6000061035156,63273
2025-12-05 14:46:00+00:00,480.9100036621094,481.1300048828125,480.5600891113281,481.0299987792969,55530
2025-12-05 14:47:00+00:00,481.1700134277344,481.17041015625,480.69000244140625,480.885009765625,41719
2025-12-05 14:48:00+00:00,481.6650085449219,481.7449951171875,481.0299987792969,481.1700134277344,31494
2025-12-05 14:49:00+00:00,481.1700134277344,481.8500061035156,481.04998779296875,481.6650085449219,55600
2025-12-05 14:50:00+00:00,481.07000732421875,481.302490234375,480.9200134277344,481.17999267578125,25912
2025-12-05 14:51:00+00:00,481.3599853515625,481.4100036621094,480.8299865722656,481.1000061035156,38667
2025-12-05 14:52:00+00:00,481.4599914550781,481.5299987792969,481.2200012207031,481.360107421875,33087
2025-12-05 14:53:00+00:00,481.9649963378906,482.0,481.4200134277344,481.4773864746094,28000
2025-12-05 14:54:00+00:00,482.0614929199219,482.2449951171875,481.90008544921875,481.9599914550781,37284
2025-12-05 14:55:00+00:00,482.3699951171875,482.3800048828125,482.05999755859375,482.1099853515625,28505
2025-12-05 14:56:00+00:00,481.8500061035156,482.4049987792969,481.760009765625,482.3900146484375,45482
2025-12-05 14:57:00+00:00,481.75,481.8450012207031,481.5299987792969,481.8399963378906,24468
2025-12-05 14:58:00+00:00,481.4200134277344,481.82989501953125,481.4100036621094,481.7349853515625,30661
2025-12-05 14:59:00+00:00,481.5799865722656,481.6108093261719,481.30999755859375,481.3900146484375,36773
2025-12-05 15:00:00+00:00,481.2349853515625,481.7200012207031,481.04998779296875,481.5899963378906,35897
2025-12-05 15:01:00+00:00,481.17999267578125,481.2449951171875,480.95001220703125,481.239990234375,21665
2025-12-05 15:02:00+00:00,481.5899963378906,481.96990966796875,480.9700012207031,481.2300109863281,46174
2025-12-05 15:03:00+00:00,481.7300109863281,481.7699890136719,481.3399963378906,481.6199951171875,41925
2025-12-05 15:04:00+00:00,481.67999267578125,481.95001220703125,481.660400390625,481.7117004394531,54813
2025-12-05 15:05:00+00:00,481.8999938964844,481.92999267578125,481.6600036621094,481.69500732421875,33876
2025-12-05 15:06:00+00:00,481.79998779296875,481.9649963378906,481.5400085449219,481.9049987792969,75689
2025-12-05 15:07:00+00:00,481.8599853515625,481.95001220703125,481.6499938964844,481.80999755859375,35320
2025-12-05 15:08:00+00:00,481.82501220703125,481.9700012207031,481.79998779296875,481.8999938964844,52252
2025-12-05 15:09:00+00:00,481.8900146484375,482.010009765625,481.7500915527344,481.79998779296875,46993
2025-12-05 15:10:00+00:00,482.29998779296875,482.3399963378906,481.8699951171875,481.8949890136719,67596
2025-12-05 15:11:00+00:00,482.4800109863281,482.5,482.25,482.2799987792969,37358
2025-12-05 15:12:00+00:00,482.69500732421875,482.8389892578125,482.3999938964844,482.4700012207031,38039
2025-12-05 15:13:00+00:00,482.489990234375,482.95880126953125,482.4549865722656,482.7099914550781,48586
2025-12-05 15:14:00+00:00,481.93499755859375,482.4299011230469,481.75,482.4200134277344,62250
2025-12-05 15:15:00+00:00,482.2699890136719,482.3599853515625,481.8500061035156,481.95001220703125,46533
2025-12-05 15:16:00+00:00,482.79998779296875,482.95001220703125,482.2900085449219,482.29998779296875,41684
2025-12-05 15:17:00+00:00,482.9700012207031,483.1700134277344,482.7200927734375,482.760009765625,35262
2025-12-05 15:18:00+00:00,482.93011474609375,483.260009765625,482.9200134277344,482.9200134277344,28217
2025-12-05 15:19:00+00:00,482.9949951171875,483.07000732421875,482.7850036621094,482.92999267578125,30756
2025-12-05 15:20:00+00:00,482.7799987792969,483.0299987792969,482.70001220703125,482.9898986816406,31727
2025-12-05 15:21:00+00:00,483.06781005859375,483.20001220703125,482.7950134277344,482.7950134277344,26043
2025-12-05 15:22:00+00:00,483.0,483.0799865722656,482.885009765625,483.0799865722656,40996
2025-12-05 15:23:00+00:00,482.8551940917969,483.0050048828125,482.7799987792969,483.0,36081
2025-12-05 15:24:00+00:00,483.0,483.02850341796875,482.82000732421875,482.8399963378906,19675
2025-12-05 15:25:00+00:00,483.0199890136719,483.1400146484375,482.8599853515625,483.0,26335
2025-12-05 15:26:00+00:00,482.9100036621094,483.1000061035156,482.82000732421875,483.0199890136719,18087
2025-12-05 15:27:00+00:00,483.0880126953125,483.15399169921875,482.7099914550781,482.9100036621094,20480
2025-12-05 15:28:00+00:00,483.1400146484375,483.1700134277344,482.9800109863281,483.1050109863281,30392
2025-12-05 15:29:00+00:00,483.125,483.1700134277344,482.9599914550781,483.1400146484375,18491
2025-12-05 15:30:00+00:00,483.2300109863281,483.260009765625,483.05999755859375,483.1300048828125,27931
2025-12-05 15:31:00+00:00,483.260009765625,483.3399963378906,483.1099853515625,483.2200012207031,30398
2025-12-05 15:32:00+00:00,483.2099914550781,483.3999938964844,483.19000244140625,483.260009765625,49484
2025-12-05 15:33:00+00:00,483.0799865722656,483.260009765625,482.9700012207031,483.19000244140625,28773
2025-12-05 15:34:00+00:00,482.989990234375,483.2300109863281,482.94000244140625,483.0799865722656,30536
2025-12-05 15:35:00+00:00,482.6050109863281,483.07000732421875,482.55999755859375,482.989990234375,28337
2025-12-05 15:36:00+00:00,482.6080017089844,482.7300109863281,482.36700439453125,482.6000061035156,26925
2025-12-05 15:37:00+00:00,482.07000732421875,482.5950012207031,482.05999755859375,482.55999755859375,28750
2025-12-05 15:38:00+00:00,481.7500915527344,482.0705871582031,481.70001220703125,482.0705871582031,46756
2025-12-05 15:39:00+00:00,481.8399963378906,481.9100036621094,481.6199951171875,481.7799987792969,33494
2025-12-05 15:40:00+00:00,481.79998779296875,482.0199890136719,481.7799987792969,481.8399963378906,32601
2025-12-05 15:41:00+00:00,481.80499267578125,481.840087890625,481.6099853515625,481.7799987792969,29403
2025-12-05 15:42:00+00:00,481.9599914550781,482.0249938964844,481.81500244140625,481.8299865722656,20910
2025-12-05 15:43:00+00:00,481.7650146484375,481.9649963378906,481.7300109863281,481.9599914550781,21246
2025-12-05 15:44:00+00:00,481.80999755859375,481.864990234375,481.69000244140625,481.739990234375,18602
